Region,Country,Year,GDP,Population,Refrigerator Possession
Latin America,Guatemala,2011,50518382590.0,14706578.0,44.32559359
Latin America,Guatemala,2012,52013602180.0,15082831.0,45.39353707
Latin America,Guatemala,2013,53933155060.0,15468203.0,46.46815468
Latin America,Guatemala,2014,55377409360.0,15859714.0,47.44398702
Latin America,Guatemala,2015,57201834710.0,16255094.0,48.38895472
Latin America,Guatemala,2016,59203898930.0,16653478.0,49.29665704
Latin America,Guatemala,2017,61276035390.0,17055075.0,50.15377897
Latin America,Guatemala,2018,63420696630.0,17459983.0,50.97492804
Latin America,Guatemala,2019,65640421010.00001,17868673.0,51.75855632
Latin America,Guatemala,2020,67937835739.99999,18281422.0,52.50458641
Latin America,Guatemala,2021,70315659990.0,18697966.0,53.2169523
Latin America,Guatemala,2022,72776708090.0,19117787.0,53.89635359
Latin America,Guatemala,2023,75323892880.0,19540635.0,54.54417094
Latin America,Guatemala,2024,77960229130.0,19966243.0,55.16222686
Latin America,Guatemala,2025,80688837150.0,20394367.0,55.751704
Latin America,Guatemala,2026,83512946450.0,20824801.0,56.3139314
Latin America,Guatemala,2027,86435899570.0,21257369.0,56.85022245
Latin America,Guatemala,2028,89461156060.0,21691901.0,57.36173626
Latin America,Guatemala,2029,92592296520.0,22128245.0,57.84962482
Latin America,Guatemala,2030,95833026900.0,22566243.0,58.31498647
Latin America,Mexico,1977,443978350800.0,63723359.0,41.34660355
Latin America,Mexico,1978,480384575500.0,65461471.0,42.3649928
Latin America,Mexico,1979,524579956500.0,67152555.0,43.48522097
Latin America,Mexico,1980,574320627900.0,68776411.0,45.2164827
Latin America,Mexico,1981,623361866400.0,70318386.0,46.8459055
Latin America,Mexico,1982,620107917400.0,71788766.0,48.78084507
Latin America,Mexico,1983,598441346800.0,73223336.0,50.41026787
Latin America,Mexico,1984,618824259100.0,74673296.0,51.7341739
Latin America,Mexico,1985,632271310200.0,76175154.0,52.956241
Latin America,Mexico,1986,612588704300.0,77741110.0,53.97463025
Latin America,Mexico,1987,623223244200.0,79358780.0,54.9930195
Latin America,Mexico,1988,631113250500.0,81010093.0,56.2150866
Latin America,Mexico,1989,657178227700.0,82666457.0,57.029798
Latin America,Mexico,1990,691114911400.0,84306602.0,57.8445094
Latin America,Mexico,1991,720100270800.0,85923799.0,58.76105972
Latin America,Mexico,1992,745800649500.0,87523328.0,59.411842
Latin America,Mexico,1993,764975184200.0,89109703.0,61.4459315
Latin America,Mexico,1994,801138277800.0,90691331.0,63.480021
Latin America,Mexico,1995,755003227700.0,92272749.0,64.635811
Latin America,Mexico,1996,799357910900.0,93858373.0,65.791601
Latin America,Mexico,1997,855016333200.0,95441345.0,66.56587844
Latin America,Mexico,1998,895217844000.0,97001933.0,67.38978447
Latin America,Mexico,1999,919093423700.0,98513690.0,67.94216142
Latin America,Mexico,2000,967772997500.0,99959594.0,68.49453836
Latin America,Mexico,2001,961913180200.0,101329543.0,72.57260918
Latin America,Mexico,2002,963182117700.0,102634153.0,76.65068
Latin America,Mexico,2003,976885013800.0,103902569.0,77.9566705
Latin America,Mexico,2004,1018849216000.0,105175967.0,79.262661
Latin America,Mexico,2005,1049746581999.9999,106483757.0,79.01721198
Latin America,Mexico,2006,1102248444000.0,107835259.0,80.441796
Latin America,Mexico,2007,1136949710000.0,109220753.0,81.646814
Latin America,Mexico,2008,1152870307000.0,110627158.0,82.851832
Latin America,Mexico,2009,1098681496000.0,112033369.0,82.475916
Latin America,Mexico,2010,1154345853000.0,113423047.0,82.1
Latin America,Mexico,2011,1200315681000.0,114793341.0,82.292114
Latin America,Mexico,2012,1248125352000.0,116146768.0,82.50936518
Latin America,Mexico,2013,1261397768000.0,117478371.0,82.7403914
Latin America,Mexico,2014,1293270553000.0,118783265.0,82.9720645
Latin America,Mexico,2015,1342974843000.0,120057647.0,83.18364326
Latin America,Mexico,2016,1396265471000.0,121298239.0,83.39992074
Latin America,Mexico,2017,1454747789000.0,122503851.0,83.59340855
Latin America,Mexico,2018,1515588200000.0,123675662.0,83.78650933
Latin America,Mexico,2019,1574997526000.0,124816340.0,83.98005616
Latin America,Mexico,2020,1636357984000.0,125927829.0,84.16985109
Latin America,Mexico,2021,1700193221000.0,127009575.0,84.31383743
Latin America,Mexico,2022,1766496128000.0,128060400.0,84.44726927
Latin America,Mexico,2023,1835390714000.0,129080994.0,84.57193293
Latin America,Mexico,2024,1906970626000.0,130072305.0,84.68660478
Latin America,Mexico,2025,1981342571000.0,131034868.0,84.78976088
Latin America,Mexico,2026,2058614906000.0,131968726.0,84.88026771
Latin America,Mexico,2027,2138900898000.0,132873204.99999999,84.96296653
Latin America,Mexico,2028,2222318033000.0,133747204.0,85.03825833
Latin America,Mexico,2029,2308988436000.0,134589235.0,85.10634184
Latin America,Mexico,2030,2399038979000.0,135398031.0,85.16762345
Latin America,Peru,1977,69234701200.0,16015737.0,25.49474965
Latin America,Peru,1978,67405172160.0,16451351.999999998,26.12685088
Latin America,Peru,1979,70162549630.0,16889710.0,26.75895212
Latin America,Peru,1980,74332545270.0,17328542.0,27.39105335
Latin America,Peru,1981,78459519270.0,17766418.0,28.02315458
Latin America,Peru,1982,78284771530.0,18203502.0,28.5499056
Latin America,Peru,1983,70136825340.0,18641054.0,29.07665663
Latin America,Peru,1984,72667562970.0,19081183.0,29.49805745
Latin America,Peru,1985,74165337410.0,19525200.0,30.34085909
Latin America,Peru,1986,81156134200.0,19973258.0,31.07831053
Latin America,Peru,1987,89049498650.0,20424055.0,31.71041176
Latin America,Peru,1988,80642091980.0,20875714.0,32.5532134
Latin America,Peru,1989,70713404190.0,21325690.0,33.07996443
Latin America,Peru,1990,67190063899.99999,21772035.0,33.57511039
Latin America,Peru,1991,68681185500.00001,22213359.0,34.01758125
Latin America,Peru,1992,68309957429.99999,22649612.0,34.39245906
Latin America,Peru,1993,71891842650.0,23081735.0,34.71180769
Latin America,Peru,1994,80740553900.0,23511358.0,34.1
Latin America,Peru,1995,86724555320.0,23939261.0,33.69
Latin America,Peru,1996,89151952270.0,24365985.0,33.7
Latin America,Peru,1997,94926167690.0,24789855.0,35.1
Latin America,Peru,1998,94554496090.0,25206817.0,35.37
Latin America,Peru,1999,95968001320.0,25611482.0,35.63
Latin America,Peru,2000,98553735700.0,26000080.0,35.9
Latin America,Peru,2001,99162691670.0,26372358.0,36.8
Latin America,Peru,2002,104570557800.0,26729909.0,36.66667
Latin America,Peru,2003,108925945700.0,27073334.0,36.53333
Latin America,Peru,2004,114326715400.0,27403845.0,36.4
Latin America,Peru,2005,121512346200.0,27723281.0,36.60748
Latin America,Peru,2006,130660788200.0,28030688.0,36.91
Latin America,Peru,2007,141791051600.0,28328410.0,37.46
Latin America,Peru,2008,154755217600.0,28625628.0,37.683516
Latin America,Peru,2009,156378959400.0,28934303.0,38.1
Latin America,Peru,2010,169594149500.0,29262830.0,40.85
Latin America,Peru,2011,180536730300.0,29614887.0,43.6
Latin America,Peru,2012,191279291000.0,29987800.0,44.2
Latin America,Peru,2013,202415624400.0,30375603.0,48.7
Latin America,Peru,2014,210953550400.0,30769077.0,50.1537037
Latin America,Peru,2015,222822803300.0,31161167.0,51.36735254
Latin America,Peru,2016,235020672300.0,31550163.0,52.69464004
Latin America,Peru,2017,247927242600.0,31937179.0,53.4343882
Latin America,Peru,2018,261108841100.0,32321246.0,54.04192237
Latin America,Peru,2019,274886640100.0,32701898.0,54.53721308
Latin America,Peru,2020,288689417200.0,33078644.0,55.04903892
Latin America,Peru,2021,303111169800.0,33450417.0,55.49755301
Latin America,Peru,2022,318270140600.0,33816237.0,55.90189485
Latin America,Peru,2023,334182735000.0,34175928.0,56.28097312
Latin America,Peru,2024,350892116500.0,34529596.0,56.62317707
Latin America,Peru,2025,368436656500.0,34877247.0,56.93585042
Latin America,Peru,2026,386858506900.0,35218528.0,57.2230603
Latin America,Peru,2027,406201427400.0,35552983.0,57.48475118
Latin America,Peru,2028,426511496700.0,35880454.0,57.72407732
Latin America,Peru,2029,447837069400.0,36200830.0,57.94302924
Latin America,Peru,2030,470228925100.0,36513996.0,58.14302061
Latin America,Uruguay,1977,20982799640.0,2857218.0,55.82312666
Latin America,Uruguay,1978,22094888020.0,2876019.0,57.43120027
Latin America,Uruguay,1979,23464771080.0,2896016.0,59.38386107
Latin America,Uruguay,1980,24866791150.0,2915735.0,61.45138428
Latin America,Uruguay,1981,25339260180.0,2934985.0,63.17432029
Latin America,Uruguay,1982,22972573280.0,2954236.0,65.2418435
Latin America,Uruguay,1983,22218843150.0,2973436.0,67.30936671
Latin America,Uruguay,1984,21976213380.0,2992644.0,68.91744032
Latin America,Uruguay,1985,22300362530.0,3011918.0,70.41065153
Latin America,Uruguay,1986,24275505640.0,3031053.0,72.47817474
Latin America,Uruguay,1987,26201281500.0,3049987.0,74.66056035
Latin America,Uruguay,1988,26585654300.0,3069112.0,76.03890915
Latin America,Uruguay,1989,26879159920.0,3088980.0,78.10643236
Latin America,Uruguay,1990,26958991030.0,3109941.0,80.40368037
Latin America,Uruguay,1991,27913069720.0,3131936.0,82.24147878
Latin America,Uruguay,1992,30127134410.0,3154657.0,83.27524039
Latin America,Uruguay,1993,30927913650.0,3177867.0,84.65358919
Latin America,Uruguay,1994,33179775040.0,3201235.0,86.3765252
Latin America,Uruguay,1995,32699331900.0,3224383.0,87.75487401
Latin America,Uruguay,1996,34523300630.0,3247585.0,89.85093359
Latin America,Uruguay,1997,36266036840.0,3270549.0,91.31560842
Latin America,Uruguay,1998,37818223220.0,3291677.0,93.03854443
Latin America,Uruguay,1999,36696912900.0,3308884.0,95.05667451
Latin America,Uruguay,2000,36045175730.0,3320841.0,96.48441645
Latin America,Uruguay,2001,34659552330.0,3326762.0,96.8
Latin America,Uruguay,2002,31979673240.0,3327500.0,96.9
Latin America,Uruguay,2003,32237200410.0,3325411.0,96.3
Latin America,Uruguay,2004,33850401610.0,3323822.0,95.845
Latin America,Uruguay,2005,36375686300.0,3325155.0,94.858
Latin America,Uruguay,2006,37866572040.0,3330217.0,93.778368
Latin America,Uruguay,2007,40343617960.0,3338384.0,93.601881
Latin America,Uruguay,2008,43238734350.0,3348898.0,94.254305
Latin America,Uruguay,2009,44255388780.0,3360431.0,95.078088
Latin America,Uruguay,2010,47974650340.0,3371982.0,94.22381778
Latin America,Uruguay,2011,51496557470.0,3383486.0,93.36954757
Latin America,Uruguay,2012,53389760120.0,3395253.0,93.63786936
Latin America,Uruguay,2013,55737092710.0,3407062.0,94.00593049
Latin America,Uruguay,2014,58355613010.0,3418694.0,94.1826508
Latin America,Uruguay,2015,60278246060.0,3429997.0,94.62937918
Latin America,Uruguay,2016,62253564190.0,3440792.0,94.80493485
Latin America,Uruguay,2017,64501540390.0,3451074.0,95.08001326
Latin America,Uruguay,2018,66950663879.99999,3461081.0,95.25457821
Latin America,Uruguay,2019,69498806140.0,3471176.0,95.51849072
Latin America,Uruguay,2020,72143930710.0,3481605.0,95.68211128
Latin America,Uruguay,2021,74924898880.0,3492429.0,95.75790799
Latin America,Uruguay,2022,77823883700.0,3503508.0,95.82652205
Latin America,Uruguay,2023,80847329420.0,3514650.0,95.88027069
Latin America,Uruguay,2024,84004199720.0,3525574.0,95.92532054
Latin America,Uruguay,2025,87294833730.0,3536067.0,95.95461229
Latin America,Uruguay,2026,90724852980.0,3546060.0,95.97423236
Latin America,Uruguay,2027,94299682360.0,3555582.0,95.98980772
Latin America,Uruguay,2028,98023755630.0,3564632.0,96.00156429
Latin America,Uruguay,2029,101902732700.0,3573243.0,96.01029743
Latin America,Uruguay,2030,105942327200.0,3581432.0,96.01641576
Latin America,Venezuela,1977,188148873500.0,13607958.0,36.6
Latin America,Venezuela,1978,192099999800.0,14088961.0,38.1
Latin America,Venezuela,1979,194597299800.0,14567680.0,40.0
Latin America,Venezuela,1980,184970571400.0,15036273.0,42.1
Latin America,Venezuela,1981,182588150400.0,15490555.0,44.6
Latin America,Venezuela,1982,187417607000.0,15932973.0,47.1
Latin America,Venezuela,1983,168945727700.0,16370463.0,49.3
Latin America,Venezuela,1984,177769763000.0,16813481.0,52.2
Latin America,Venezuela,1985,179311026900.0,17269324.0,54.7
Latin America,Venezuela,1986,190213137300.0,17740108.0,57.3
Latin America,Venezuela,1987,199345270000.0,18222505.0,60.0
Latin America,Venezuela,1988,212322647100.0,18711830.0,62.7
Latin America,Venezuela,1989,182767334600.0,19201096.0,65.3
Latin America,Venezuela,1990,194588725800.0,19685177.0,67.1
Latin America,Venezuela,1991,213522208800.0,20162745.0,69.2
Latin America,Venezuela,1992,226461654700.0,20635233.0,70.7
Latin America,Venezuela,1993,227084424200.0,21103592.0,72.0
Latin America,Venezuela,1994,221750211100.0,21569680.0,73.6
Latin America,Venezuela,1995,230513779500.0,22034909.0,75.0
Latin America,Venezuela,1996,230057362200.0,22499248.0,76.9
Latin America,Venezuela,1997,244714316700.0,22962221.0,78.3
Latin America,Venezuela,1998,245433776800.0,23424338.0,80.0
Latin America,Venezuela,1999,230778926000.0,23886213.0,81.6
Latin America,Venezuela,2000,239287745000.0,24348304.0,82.40578248
Latin America,Venezuela,2001,247409736000.0,24810691.0,83.21156496
Latin America,Venezuela,2002,225500002300.0,25273336.0,85.444265
Latin America,Venezuela,2003,208011800500.0,25736393.0,84.63351
Latin America,Venezuela,2004,246050100300.0,26199994.0,85.830364
Latin America,Venezuela,2005,271437337600.00003,26664122.0,86.789682
Latin America,Venezuela,2006,298234036300.0,27128721.0,88.496819
Latin America,Venezuela,2007,324340187700.0,27593427.0,88.1784095
Latin America,Venezuela,2008,341458389700.0,28057485.0,87.86
Latin America,Venezuela,2009,330523858600.0,28519913.0,87.78194874
Latin America,Venezuela,2010,325603048300.0,28979857.0,87.70389747
Latin America,Venezuela,2011,339201616600.0,29436891.0,87.71852996
Latin America,Venezuela,2012,358284953600.0,29890694.0,87.97137328
Latin America,Venezuela,2013,363071862800.0,30340637.0,88.2345148
Latin America,Venezuela,2014,357971011500.0,30786062.0,88.41138724
Latin America,Venezuela,2015,363197157500.0,31226394.0,88.64233967
Latin America,Venezuela,2016,372277086400.0,31661182.0,88.86599513
Latin America,Venezuela,2017,381584013600.0,32090114.0,89.07648857
Latin America,Venezuela,2018,391123613900.0,32512942.0,89.29818902
Latin America,Venezuela,2019,401146156500.0,32929500.999999996,89.51680547
Latin America,Venezuela,2020,411676243100.0,33339610.999999996,89.73374225
Latin America,Venezuela,2021,422611393400.0,33742992.0,89.9528268
Latin America,Venezuela,2022,434002091100.0,34139370.0,90.1710394
Latin America,Venezuela,2023,445843905900.0,34528595.0,90.38911738
Latin America,Venezuela,2024,458124206100.0,34910558.0,90.60757575
Latin America,Venezuela,2025,470855160100.0,35285127.0,90.8258254
Latin America,Venezuela,2026,484038328700.0,35652134.0,91.0440874
Latin America,Venezuela,2027,497676907700.0,36011371.0,91.26241075
Latin America,Venezuela,2028,511778497000.0,36362624.0,91.48068908
Latin America,Venezuela,2029,526349448899.99994,36705665.0,91.69897697
Latin America,Venezuela,2030,541397475100.00006,37040292.0,91.91727349
Middle East and Africa,Algeria,1977,58654078560.0,17068212.0,19.6
Middle East and Africa,Algeria,1978,64621567880.0,17624756.0,21.2
Middle East and Africa,Algeria,1979,69453856630.0,18205468.0,22.8
Middle East and Africa,Algeria,1980,70002963670.0,18811199.0,24.7
Middle East and Africa,Algeria,1981,72103049830.0,19442423.0,26.6
Middle East and Africa,Algeria,1982,76717648010.0,20095648.0,28.5
Middle East and Africa,Algeria,1983,80860403320.0,20762767.0,31.0
Middle East and Africa,Algeria,1984,85388583080.0,21433070.0,33.7
Middle East and Africa,Algeria,1985,90170344900.0,22098298.0,36.4
Middle East and Africa,Algeria,1986,89990004590.0,22753511.0,39.4
Middle East and Africa,Algeria,1987,89360076800.0,23398470.0,42.1
Middle East and Africa,Algeria,1988,87662237540.0,24035237.0,44.9
Middle East and Africa,Algeria,1989,91870023210.0,24668100.0,47.6
Middle East and Africa,Algeria,1990,93020011320.0,25299182.0,50.3
Middle East and Africa,Algeria,1991,91903770610.0,25930560.0,53.3
Middle East and Africa,Algeria,1992,93374230940.0,26557969.0,56.6
Middle East and Africa,Algeria,1993,91411047760.0,27169903.0,59.5
Middle East and Africa,Algeria,1994,90588351480.0,27751086.0,62.4
Middle East and Africa,Algeria,1995,94073917430.0,28291591.0,65.3
Middle East and Africa,Algeria,1996,97648726290.0,28786855.0,68.0
Middle East and Africa,Algeria,1997,98722862280.0,29242917.0,70.7
Middle East and Africa,Algeria,1998,103755753800.0,29673694.0,73.2
Middle East and Africa,Algeria,1999,107075937900.0,30099010.0,75.8
Middle East and Africa,Algeria,2000,111144823600.0,30533827.0,78.3
Middle East and Africa,Algeria,2001,114479168300.0,30982214.0,80.8
Middle East and Africa,Algeria,2002,120890001700.0,31441848.0,83.0
Middle East and Africa,Algeria,2003,129594081800.0,31913462.0,84.5
Middle East and Africa,Algeria,2004,135166627300.0,32396048.0,86.63
Middle East and Africa,Algeria,2005,143141458300.0,32888449.0,88.4765646
Middle East and Africa,Algeria,2006,145551960500.0,33391953.999999996,90.0
Middle East and Africa,Algeria,2007,150461428100.0,33906605.0,91.4
Middle East and Africa,Algeria,2008,154012317800.0,34428028.0,92.4
Middle East and Africa,Algeria,2009,156525798900.0,34950168.0,93.29
Middle East and Africa,Algeria,2010,162185771700.0,35468208.0,93.98
Middle East and Africa,Algeria,2011,166772385400.0,35980193.0,94.56
Middle East and Africa,Algeria,2012,172277541800.0,36485828.0,95.0
Middle East and Africa,Algeria,2013,176935926500.0,36983924.0,95.4
Middle East and Africa,Algeria,2014,184609637700.0,37473690.0,95.73
Middle East and Africa,Algeria,2015,192258015000.0,37954282.0,96.1
Middle East and Africa,Algeria,2016,200528954800.0,38424446.0,96.37
Middle East and Africa,Algeria,2017,209037398300.0,38882895.0,96.6
Middle East and Africa,Algeria,2018,217959114500.0,39328811.0,96.94
Middle East and Africa,Algeria,2019,227379307400.0,39761518.0,97.09
Middle East and Africa,Algeria,2020,237170643500.0,40180358.0,97.24
Middle East and Africa,Algeria,2021,247421065300.0,40585004.0,97.38364
Middle East and Africa,Algeria,2022,258147883800.0,40974822.0,97.51135864
Middle East and Africa,Algeria,2023,269348439000.0,41348587.0,97.62618983
Middle East and Africa,Algeria,2024,281056947500.0,41704880.0,97.71264975
Middle East and Africa,Algeria,2025,293291998000.0,42042830.0,97.79110362
Middle East and Africa,Algeria,2026,306072703000.0,42362004.0,97.86054267
Middle East and Africa,Algeria,2027,319424780000.0,42663024.0,97.92063241
Middle East and Africa,Algeria,2028,333371634300.0,42947458.0,97.9722009
Middle East and Africa,Algeria,2029,347938286600.0,43217533.0,98.0157983
Middle East and Africa,Algeria,2030,363151710400.0,43475065.0,98.05399501
Middle East and Africa,Cameroon,1977,8163382024.0,8320635.0,3.829745089
Middle East and Africa,Cameroon,1978,9959326070.0,8578425.0,4.220927865
Middle East and Africa,Cameroon,1979,10556885630.0,8842355.0,4.554466364
Middle East and Africa,Cameroon,1980,11602017310.0,9109727.0,4.94473975
Middle East and Africa,Cameroon,1981,13580277280.0,9379109.0,5.439213725
Middle East and Africa,Cameroon,1982,14607353650.0,9651552.0,5.887903073
Middle East and Africa,Cameroon,1983,15607080940.0,9929831.0,6.391533974
Middle East and Africa,Cameroon,1984,16772617740.000002,10218016.0,6.931792576
Middle East and Africa,Cameroon,1985,18132373860.0,10518855.0,7.426266551
Middle East and Africa,Cameroon,1986,19363743370.0,10832919.0,7.920740526
Middle East and Africa,Cameroon,1987,18946841980.0,11158600.0,8.369429874
Middle East and Africa,Cameroon,1988,17456672860.0,11493770.0,8.816635609
Middle East and Africa,Cameroon,1989,17147689750.000002,11835344.0,9.355111716
Middle East and Africa,Cameroon,1990,16091220580.0,12180819.0,9.797910246
Middle East and Africa,Cameroon,1991,15485547040.0,12529904.0,10.2
Middle East and Africa,Cameroon,1992,15013237850.0,12882506.0,10.108
Middle East and Africa,Cameroon,1993,14539119800.0,13236573.0,9.99
Middle East and Africa,Cameroon,1994,14176368760.0,13589699.0,9.85
Middle East and Africa,Cameroon,1995,14644755990.0,13940337.0,9.725
Middle East and Africa,Cameroon,1996,15376993790.0,14287475.0,9.68
Middle East and Africa,Cameroon,1997,16161220470.0,14631908.0,9.67
Middle East and Africa,Cameroon,1998,16977362099.999998,14976200.0,9.7
Middle East and Africa,Cameroon,1999,17724366040.0,15324051.0,9.824
Middle East and Africa,Cameroon,2000,18459927230.0,15678269.0,10.02
Middle East and Africa,Cameroon,2001,19293208340.0,16039737.0,10.27
Middle East and Africa,Cameroon,2002,20066673060.0,16408085.0,10.574
Middle East and Africa,Cameroon,2003,20875560660.0,16783366.0,10.932
Middle East and Africa,Cameroon,2004,21648373910.0,17165267.0,11.4
Middle East and Africa,Cameroon,2005,22145637060.0,17553589.0,11.83948537
Middle East and Africa,Cameroon,2006,22859169490.0,17948395.0,12.30337414
Middle East and Africa,Cameroon,2007,23508369900.0,18350022.0,12.93156842
Middle East and Africa,Cameroon,2008,24361018480.0,18758778.0,13.5050538
Middle East and Africa,Cameroon,2009,24816082300.0,19175028.0,14.09060427
Middle East and Africa,Cameroon,2010,25645683930.0,19598889.0,14.56762421
Middle East and Africa,Cameroon,2011,26697669890.0,20030362.0,15.1
Middle East and Africa,Cameroon,2012,27920156190.0,20468943.0,15.60546964
Middle East and Africa,Cameroon,2013,29218164250.0,20913595.0,16.02725691
Middle East and Africa,Cameroon,2014,30610701960.0,21362945.0,16.45292459
Middle East and Africa,Cameroon,2015,32158379050.0,21815853.0,16.88215805
Middle East and Africa,Cameroon,2016,33838975939.999996,22271943.0,17.31463532
Middle East and Africa,Cameroon,2017,35636163950.0,22730977.0,17.75002815
Middle East and Africa,Cameroon,2018,37556240470.0,23192123.0,18.18800326
Middle East and Africa,Cameroon,2019,39565874890.0,23654474.0,18.62822345
Middle East and Africa,Cameroon,2020,41706784380.0,24117381.0,19.07034882
Middle East and Africa,Cameroon,2021,43976050520.0,24580379.0,19.51403798
Middle East and Africa,Cameroon,2022,46368787430.0,25043511.0,19.95894918
Middle East and Africa,Cameroon,2023,48891713160.0,25507308.0,20.40474153
Middle East and Africa,Cameroon,2024,51551911270.0,25972624.0,20.85107608
Middle East and Africa,Cameroon,2025,54356850760.0,26440110.0,21.29761696
Middle East and Africa,Cameroon,2026,57314407010.0,26909780.0,21.7440324
Middle East and Africa,Cameroon,2027,60432883900.0,27381468.0,22.18999576
Middle East and Africa,Cameroon,2028,63721037110.0,27855421.0,22.63518649
Middle East and Africa,Cameroon,2029,67188098740.0,28331914.0,23.07929099
Middle East and Africa,Cameroon,2030,70843803190.0,28811094.0,23.52200346
Middle East and Africa,Egypt,1977,50176262740.0,37129430.89,27.91203539
Middle East and Africa,Egypt,1978,55344417810.0,38298432.739999995,30.16646901
Middle East and Africa,Egypt,1979,60878859590.0,39463703.84,32.20619468
Middle East and Africa,Egypt,1980,62954219910.0,40623869.69,34.35327432
Middle East and Africa,Egypt,1981,64337953660.0,41776966.760000005,36.50035397
Middle East and Africa,Egypt,1982,69032050760.0,42921129.650000006,38.96949556
Middle East and Africa,Egypt,1983,75159335590.0,44054885.71,41.22392919
Middle East and Africa,Egypt,1984,81187865900.0,45176271.370000005,43.37100883
Middle East and Africa,Egypt,1985,87216064940.0,46283421.269999996,45.59734792
Middle East and Africa,Egypt,1986,91366677470.0,47374900.05,47.5726934
Middle East and Africa,Egypt,1987,95270775600.0,48449908.53,49.40564275
Middle East and Africa,Egypt,1988,99075890370.0,49512682.11,50.93890375
Middle East and Africa,Egypt,1989,102041231800.0,50568877.79,52.29330023
Middle East and Africa,Egypt,1990,104439200700.0,51623698.980000004,53.41501555
Middle East and Africa,Egypt,1991,106632423900.0,52682839.98,54.48288
Middle East and Africa,Egypt,1992,106952321200.0,53751504.22,55.1
Middle East and Africa,Egypt,1993,110053938500.0,54835484.190000005,55.3
Middle East and Africa,Egypt,1994,114662997500.0,55939786.93,55.7
Middle East and Africa,Egypt,1995,119804486300.0,57070204.95,55.9
Middle East and Africa,Egypt,1996,125649747200.0,58232053.56999999,57.0
Middle East and Africa,Egypt,1997,133086955699.99998,59441000.0,58.54
Middle East and Africa,Egypt,1998,143125704800.0,60706000.0,60.29
Middle East and Africa,Egypt,1999,151870685300.0,61993000.0,62.19
Middle East and Africa,Egypt,2000,160045884300.0,63305000.0,64.6
Middle East and Africa,Egypt,2001,165685901300.0,64652000.0,68.1
Middle East and Africa,Egypt,2002,170964654100.0,65986000.0,72.77
Middle East and Africa,Egypt,2003,176422786700.0,67313000.0,79.4
Middle East and Africa,Egypt,2004,183636574000.0,68648000.0,82.26
Middle East and Africa,Egypt,2005,191868266400.0,69997000.0,85.7
Middle East and Africa,Egypt,2006,205032852300.0,71348000.0,88.4424
Middle East and Africa,Egypt,2007,219578908500.0,72940000.0,90.51195216
Middle East and Africa,Egypt,2008,235292597800.0,74439000.0,91.2
Middle East and Africa,Egypt,2009,246289232200.0,76099000.0,91.91136
Middle East and Africa,Egypt,2010,258966317400.0,77840000.0,92.62826861
Middle East and Africa,Egypt,2011,263535964400.0,79618000.0,93.30445497
Middle East and Africa,Egypt,2012,269402801500.0,81567000.0,93.87326288
Middle East and Africa,Egypt,2013,275060260300.0,83667047.0,94.40215444
Middle East and Africa,Egypt,2014,280556160500.0,85826818.36999999,94.87117149
Middle East and Africa,Egypt,2015,290335107500.0,87961645.63,95.27911752
Middle East and Africa,Egypt,2016,304770634400.0,90058601.53,95.67902987
Middle East and Africa,Egypt,2017,319956181700.0,92126746.48,95.97896414
Middle East and Africa,Egypt,2018,335968188100.0,94163142.85000001,96.19891593
Middle East and Africa,Egypt,2019,352762795200.0,96165678.58000001,96.37887649
Middle East and Africa,Egypt,2020,370401954400.0,98133084.68,96.64881732
Middle East and Africa,Egypt,2021,388921777100.0,100064061.10000001,96.86796929
Middle East and Africa,Egypt,2022,408367938900.0,101956991.8,97.0581996
Middle East and Africa,Egypt,2023,428786317500.0,103811203.4,97.23087727
Middle East and Africa,Egypt,2024,450225637600.0,105627620.6,97.39599109
Middle East and Africa,Egypt,2025,472736912700.0,107407426.0,97.55872942
Middle East and Africa,Egypt,2026,496373752500.0,109151250.5,97.70431536
Middle East and Africa,Egypt,2027,521192430200.0,110859547.1,97.83813073
Middle East and Africa,Egypt,2028,547252042600.00006,112533563.3,97.96291971
Middle East and Africa,Egypt,2029,574614650200.0,114176143.6,98.0800465
Middle East and Africa,Egypt,2030,603345376900.0,115789961.0,98.18949537
Middle East and Africa,Iran,1977,218782949800.0,34853522.0,47.46543845
Middle East and Africa,Iran,1978,194498042400.0,35998637.0,49.88108381
Middle East and Africa,Iran,1979,178938199000.0,37237306.0,52.13810988
Middle East and Africa,Iran,1980,152228094000.0,38576541.0,54.55099026
Middle East and Africa,Iran,1981,164235846100.0,40012129.0,56.068128
Middle East and Africa,Iran,1982,187890735000.0,41533339.0,57.789567
Middle East and Africa,Iran,1983,207237844000.0,43130529.0,59.58666805
Middle East and Africa,Iran,1984,214130574700.0,44790735.0,61.3252634
Middle East and Africa,Iran,1985,223106928400.0,46497235.0,63.0957942
Middle East and Africa,Iran,1986,202255354800.0,48257311.0,64.3477974
Middle East and Africa,Iran,1987,197840120400.0,50052662.0,65.70152865
Middle East and Africa,Iran,1988,170023799500.0,51810746.0,67.43617395
Middle East and Africa,Iran,1989,180566975300.0,53437770.0,68.85442395
Middle East and Africa,Iran,1990,215976159200.0,54870583.0,70.4679693
Middle East and Africa,Iran,1991,243176196700.0,56071545.0,71.76550065
Middle East and Africa,Iran,1992,253513616800.0,57067645.0,73.133
Middle East and Africa,Iran,1993,249518242200.0,57940444.0,74.3932
Middle East and Africa,Iran,1994,248642433100.0,58808655.0,75.6016
